# Erdal Ronahî <www.ferheng.org>
# Letzte Version: 2005-07-29
# Kurdisch	Deutsch
# Kurdî	Elmanî
nêşan	Signal
nêşan	Zeichen
nêşan	Ziel
nêşan kirin	aufzeichnen
nêşan kirin	markieren
nêşan kirin	zeichnen
nêvik	Bauchnabel
nêz	nah
nêz	nahe
nêzik	nah
nêzik bûn	nähern, sich ~
nêzikî	Nähe
nêzikî	nahe bei
nêzikî vir	hier in der Nähe
nêzîk	bald
nêzîk	nahe
nêzîkbûn	annähernd
nêzîkîtêdayîn	Behandlungsweise
nicimîn	hinken
nicimîn	lahmen
nifir	Fluch
nifir	Verfluchung
nifir	Verwünschung
nifir kirin	verfluchen
nifir kirin	verwünschen
nifş	Generation
niftik	Streichholz
nifûs	Bevölkerung
nifûs	Personalausweis
nig	Bein
niha	gleich
niha	jetzt
niha	nun
niha	schon
nihêrîn	sorgen für
nihêrîn <nihêr>	angucken
nihêrîn <nihêr>	anschauen
nihêrîn <nihêr>	ansehen
nihêrîn <nihêr>	betrachten
nihêrtin <nihêr>	achten auf
nihêrtin <nihêr>	angucken
nihêrtin <nihêr>	anschauen
nihêrtin <nihêr>	betrachten
nihêrtin <nihêr>	schauen
nik	bei
nik	nebenan
nik bûn	biegen, sich ~
nik bûn	verdrehen, sich ~
nik bûn	verrenken, sich ~
nika	jetzt
nika	nun
nikandin <nikîn>	befestigen
nikandin <nikîn>	pflanzen
nikandin <nikîn>	setzen
nikil	Schnabel
nikisîn	stolpern
nikisîn	straucheln
nikul	Schnabel
nimandin	vertreten
nimêj	Gebet
nimre	Nummer
nimre	Ziffer
nimûne	Abbild
nimûne	Beispiel
nimûne	Exemplar
nimûne	Muster
nimz bûn	neigen, sich ~
nimz bûn	senken, sich ~
nimz bûn	versunken sein
nimzî erdê bûn	auf die Erde legen
nimzî erdê bûn	senken, sich ~
niqre	großer Topf
niqut	Tropfen
niqutîn	tropfen
niqutîn <niqut>	tröpfeln
niqutîn dilê yekî	ein Vorgefühl haben
niqutîn dilê yekî	eine Ahnung haben
niqutîn dilê yekî	eine Vorahnung haben
nirîn	sehen
nirx	Preis
nirx	Wert
nirxandin	Schätzung
nirxandin	Würdigung
nisaxî	Krankheit
nisbet kirin	aufbürden
nisbet kirin	zur Last legen
nisk	Linse
nisle	Herkunft
nisle	Nachkommenschaft
nisle	Ursprung
nisûbetî	Boshaftigkeit
nisûbetî	Kränkung
nişirandin	abbauen
nişmî	wählerisch
niştecih	Eingeborene
niştiman	Land
niştiman	Mutterland
niştiman	Vaterland
niştimanperwer	Patriot
niştir	Gabel
nivan	Gast
nivistin	schlafen
nivişt	Abschrift
nivişt	Amulett
nivişt	Anhauchen
nivişt	Briefchen
nivişt	Schrift
nivişt	Zauberspruch
niviştxan	Schreibstube
nivîn	Bett
nivîn	Matratze
nivîs	Schrift
nivîsandin	schreiben
nivîsgeh	Büro
nivîsgeh	Dienstraum
nivîsîn	schreiben
nivîskar	Autor
nivîskar	Schriftsteller/in
nivîskar	Verfasser
nivîşk	Butter
nivîşt	Amulett
nixamtin <nixîm>	bedecken
nixamtin <nixîm>	unsichtbar machen
nixamtin <nixîm>	verhüllen
nixte	Punkt
nixumandin	bedecken
nixumandin <nixumîn>	bedecken
nixumandin <nixumîn>	verschleiern
nixumandin <nixumîn>	zudecken
nixwê	Salzlos
niyan <ni>	ficken
niyan <ni>	geschlechtlich verkehren
niyandin <nin>	ficken
niyandin <nin>	geschlechtlich verkehren
niyandin <ninê>	ficken
niyandin <ninê>	geschlechtlich verkehren
niyaz	Anliegen
niyaz	Gelübde
niyaz	Wunsch
niyet	Absicht
niyet	Intention
niyet	Vorhaben
niyet	Wunsch
nizim	leise
nizim	niedrig
nizim	tief
nizimtî	Herunterhängen
nizimtî	Niedrigkeit
nizimtî	Tiefe
nizm	erniedrigt
nizm	leise
nizm	niedrig
nizm	tief
nizm bûn	absteigen
nizm bûn	hinunter gehen
nizm bûn	neigen, sich ~
nizm bûn	senken, sich ~
nizm bûn	versunken sein
nizmahî	Feigheit
nizmahî	Gemeinheit
nizmahî	Niedertracht
nîgarkirin	beschreiben
nîjad	Abstammung
nîjad	forcieren
nîn	nicht
nîqaş	Fantasie
nîqaşî	imaginär
nîqaşî	phantastisch
nîr	Adverb
nîr	Zeitabschnitt
nîr	Zeitalter
nîre	Joch
nîsan	April (fünfter Monat des syrischen Kalenders)
nîsan	April [m.]
nîsk	Linse
nîsk	Linsen
nîşan	Kennzeichen
nîşan	Signal
nîşan	Verlobung
nîşan	Verlobungsgeschenk
nîşan	Zeichen
nîşan	Ziel
nîşan kirin	aufzeichnen
nîşan kirin	markieren
nîşan kirin	zeichnen
nîşandan	zeigen
nîşandin	zeigen
nîşanî	Verlobte/r
nîşanî	Verlobungsgeschenk
nîşe	Notiz
nîv	halb
nîv	Mitte
nîvce	halbherzig
nîvce	unausgegoren
nîvce	unvollständig
nîvê şevê	Mitternacht
nîvgirî	weinerlich
nîvî	Hälfte
nîvro	Mittag
nîvro şûnda	Nachmittag
nîvroj	Mittag
nîyet	Vorhaben
nîyet	Wille
nîyet	Wunsch
nîzam	Anordnung
nîzam	Ordnung
nîzam	System
nîzam	Verordnung
nîzamî	geordnet
no	angriffslustig
no	geil
no	heiß
no	scharf
nobedar	Posten
nobedar	Wache
nobedar	Wächter
nobet	Nachtwache
nobet	Wache
nobetdar	Posten
nobetdar	Wache
nobetdar	Wächter
nobetkar	Wache
nobetkar	Wächter
nobetkar	Wachtposten
nod	neunzig
nok	Kichererbse
nok 	Kichererbse
noker	Diener
noker	Verräter/in
nokerî kirin	mit dem Feind zusammenarbeiten
nokerî kirin	verraten
nola	gleich
nola	wie
nolî	gleich
nolî	wie
noq	durchdringen
noq	sinken
noqav	Taucher
noqit	Kichererbse
noqî bûn	untergehen
noqî tiştekî bûn	eingetaucht sein
noqî tiştekî bûn	getaucht sein
noqîkirin	stechen
normal	normal
noş	Prost!
noşdarî	Gesundheit
noşî can be!	gute Appetit!
noşîn	trinken
nozdeh	neunzehn
nuçevan	Korrespondent
nuçevan	Reporter
nuh	frisch
nuh	neu
nuha	jetzt
nukil	Schnabel
nukul	Schnabel
numre	Nummer
numre	Zahl
nuwaze	außerordentlich
nuwaze	wunderbar
nuxte	Punkt
nuxtik	Punkt
nû	frisch
nû	neu
nûbûn	sich erneuern
nûçe	Nachrichten
nûçe	Neuigkeit
nûçegihan	Berichterstatter
nûjen	modern
nûner	Abgesandte
nûner	Kandidat
nûner	Vertreter
nûranî	erleuchtet
nûranî	heilig
nûranî	licht
nûrkirin	falten
nûser	Autor
nûser	Verfasser
ocax	Herd
oda dukesî	Doppelzimmer
oda duneferî	Doppelzimmer
ode	Raum
ode	Zimmer
odeşok	Bad
ogita	Liebhaberei für
ogita	Lust zu
ol	Glaube
ol	Religion
olam	Arbeitspflicht
olam	Frondienst
olam	Jahresabgabe
olan	Echo
olan	Widerhall
olan dan	Echo erzeugen
olan dan	Echo geben
olan dan	widerhallen
olçim	redselig
olçim	schwatzhaft
oldar	religiös
oldarî	Frömmigkeit
oldarî	Religiosität
olk	Abteilung
olk	Armee
olk	Bezirk
olk	Heer
olk	Kreis
olk	Provinz
olk	Regiment
olperest	Fanatiker
olperest	Religiöser
olperest	Strenggläubiger
olperwerî	Ergebenheit
olperwerî	Frömmigkeit
olte	Angel
operation	Operation
ordî	Armee
ordî	Heer
ordu	Armee
ordu	Heer
orîn <or>	brüllen
orîn <or>	heulen
orîn <or>	laut heulen
orîn <or>	laut rufen
orîn <or>	schreien
orta ... xweş bûn	verstehen, sich gut ~
orte	Einigung
orte	Mitte
orte	Übereinkommen
orxan	Bettdecke
otêl	Hotel
otî	Bügeleisen
otoboz	Bus
otoxraf	Bild
oxir	Glück
oxir	gute Vorbedeutung
oxir	gutes Omen
oxir	Schicksal
oxir	Talisman
oxir be	auf Wiedersehen
oxir be!	Auf Wiedersehen
oyme	Übergewand mit langen umgeschlagenen Ärmeln und Rockschößen
pa kirin	putzen
pa kirin	reinigen
pa kirin	saubermachen
paç	Kuss
paç	Lumpen
paç	Tuch
paç	Windel
paç kirin	küssen
paçik	Fetzen
paçik	Lappen
paçik	Lumpen
paçik	Stoffstreifen
paçik	Tücher
paçinî	schmutzig
paçinî	unordentlich
paçkirin	küssen
padşa	Herrscher
padşa	Kaiser
padşa	König
padşa	Padischah
padşa	Sultan
pahn	breit
pahn	flach
pak	sauber
pakêt	Päckchen
pakêt	Paket
pakind	Radiergummi
pakirin	abwischen
pakî	Sauberkeit
pakîj kirin	abwischen
pakkirin	säubern
pal	Flanke
pal	Fuß des Berges
pal	Seite
pal dan	darniederliegen
pal dan	lehnen, sich gegen etwas ~
pala	dichtes Haar und Schnurrbart
pala xwe dan	anlehnen, sich ~
pala xwe dan	bequem, es sich ~ machen
palan	Decke
palan	Packsattel
palan	Pferdedecke
palas	Abstreifer
palas	Fußmatte
palas	grober Haarstoff
palas	härene dünne Decke
palas	härener dünner Teppich
palas	härenes dünnes Gewandt
palas	Pferdedecke
palas	Sitzdecke
palas	Vorleger
paldan	liegen
paldan	sich niederlegen
paldan <pal...d>	anlehnen, sich ~
paldan <pal...d>	schlafen
paldank	Sessel
paldank	Unterstützung
pale	Landwirtschaft Arbeiter
pale	Tagelöhner
paleyî kirin	auf dem Feld arbeiten
paleyî kirin	ernten
paleyî kirin	mähen
palgeh	Kopfkissen
palgeh	Sessel
palik	dicht
palik	Dichte
palik	dick
palik	Dicke
palik	Fülle
paltiştî	Solidarität
palto	Mantel
pan	flach
pan	platt
pan <pê>	erwarten
pan <pê>	rechnen mit
pan <pê>	warten
pan kirin	Blickwinkel einschränken
pan kirin	platt machen
pan kirin	überanstrengen
panaz	gefälschte Juwel
pangeh	Stall
panî	Ferse
pankirin	flach machen
pante kutan	die Haken zusammenschlagen
pante kutan	strammstehen
pantolon	Hose
panxineqotk	betrügerisch
panxineqotk	unreif
panxineqotk	weit ausgedehnt
panxineqotk	wild
panxinotek	betrügerisch
panxinotek	unreif
panxinotek	weit ausgedehnt
panxinotek	wild
papax	Fellmütze
papax	hohe tatarische Lammfellmütze
papax	von der Fellmütze herabhängender Tuchzipfel
papor	Bahn
papor	Kocher
paq	Schienbein
paqij	sauber
paqijkirin	putzen
paqijkirin	reinigen
paqîj kirin	saubermachen
par	letztes Jahr
par	Rücken
par	Vorjahr
par	Zulage
par ra	von hinten
parastin	bewachen
parastin <parêz>	abwehren
parastin <parêz>	beschützen
parastin <parêz>	schützen
parastin <parêz>	verteidigen
parçe	Abschnitt
parçe	Stück
parçe kirin	zerstückeln
pardar	Mitglied
pardar	Partner
pardar	Teilhaber
pare kirin	aufteilen
pare kirin	zerstückeln
pare vekirin	aufteilen
pare vekirin	zerstückeln
parêz	Diät
parêzandin >parêzîn>	behüten
parêzandin >parêzîn>	beschützen
parêzandin >parêzîn>	bewahren
parêzer	Anwalt
parêzer	Rechtsanwalt
parêzgeh	Provinz
parêzkar	Beschützer
parêzkar	Beschützerin
parêzkar	Wache
parêzkar	Wächter
parêzkar	Wachtposten
parêzname	Verteidigung
parêzvan	Verteidiger/in
parive bûn	verteilt sein
parive kirin	verteilen
parizî	Diät
parizî	Schutz
parî	Bissen
parî	Stückchen
parkirin	teilen
parkirin	verteilen
parlamenter	Parlamentarier/in
parq kirin	parken
pars	Bettler
parsek	Bettler
parsekvan	Bettler
parsî	Brustkorb
parsî	Rippe
parskar	Bettler
parskirin	anflehen
parsu	Rippe
parsû	Brustkorb
parsû	Rippe
parsvan	Bettler
partî	Partei
parve	Stück
parve	Teil
parve bûn	geteilt werden
parvekirin	aufteilen
parvekirin	teilen
parxan	falsche Rippe
parxan	Flanke
parxan	Hammelkotelett
parxan	Kalbskotelett
parxan	Rippe
parxan	vorderer Teil der Brust
parzemîn	Kontinent
parzûn	Filter
pas	Bus
pas kirin	aufdecken
pas kirin	enthüllen
pas kirin	entzaubern
pasaport	Ausweis
pasport	Pass
pastîn	Kragen
paş	hinter
paş	Rücken
paşbêj	Tratsch
paşde xistin	aufschieben
paşde xistin	übergehen
paşde xistin	zurücklassen
paşdo	zurück
paşe	nachher
paşepê	umgekehrt
paşepê	verkehrt
paşeroj	Zukunft
paşê	anschließend
paşê	danach
paşê	dann
paşê	nach (zeitl.)
paşê	spät/später
paşê	später
paşi	letzte
paşi	letzter
paşi	letztes
paşik	Besen
paşil	Brust
paşil	Brusttasche
paşil	Busen
paşil	Schaf
paşil	Schwanger
paşilbun	Schwanger werden
paşî	hinten
paşî	Rückseite
paşîv	Nachtessen
paşl	Brust
paşl	Busen
paşnav	Name
paşpê	umgekehrt
paşpê	verkehrt
paşve	rückwärts
paşve	zurück
pate	Gruß
pate kût	piff paff
patêx	Honigmelone
patin	backen
patin (Essen	kochen	(etwas)
patin (Essen)	kochen
patin <pêj>	backen
patin <pêj>	kochen
patos	Dreschmaschine
patoz	Dreschmaschine
paxil	Brust
paxil	Busen
paxir	Kupfer
paxl	Brust
paxl	Busen
payan	Beendigung
payan	Ende
payan nîn bûn	kein Ende nehmen
payan nîn bûn	nicht zu Ende gehen
paye	Rang
paye	Würde
paye dan	Ehre erweisen
paye dan	hervorheben
paye dan	loben
payebilind	hochgradîg
payebilind	würdevoll
payê xwe dan	loben, sich selbst ~
payê xwe dan	prahlen
payî	wach
payîn	erwarten
payîn	warten
payîn <pê>	erwarten
payîn <pê>	rechnen mit
payîn <pê>	warten
payîz	Herbst
paytext	Hauptstadt
peçikîn <peç>	bespritzen
peçikîn <peç>	spritzen
pedal	Pedale
pehin	breit
pehin	flach
pehîn	Tritt
pehlevan	Held
pehlevan	Kraftmensch
pehlewan	Champion
pehlewan	Held
pehlewan	Kraftmensch
pehlewan	Sieger
pehlîwan	Athlet
pehlîwan	Ringkämpfer
pehtin	backen
pejirandin	annehmen
pejirandin	genehmigen
pejirandin <pejirîn>	akzeptieren
pejirandin <pejirîn>	einwilligen
pejirandin <pejirîn>	zustimmen
pejirîn	akzeptiert werden
pejn	Echo
pejn	Geräusch
pejn	Klang
pejn	Laut
pejn	Schall
pejn	Stimme
pejn	Widerhall
pekîn	hüpfen
pekîn <pek>	explodieren
pekîn <pek>	sprühen
pel	Arm
pel	Blatt
pel	Gruppe
pel	Schar
pel	Zweig
pelandin	berühren
pelas	härene dünne Decke
pelas	härener dünner Teppich
pelas	härenes dünnes Gewandt
pelemarî	Anfall
pelemîsk kirin	einen Strahl machen
pelemîsk kirin	herausspritzen
pelemîsk kirin	hervorsprudeln
pelengîn	wie ein Panther
pelenguşka	wie ein Panther
peleseng	Befriedigung
peleseng	im Überfluss
peleseng	Überfluss
peleseng	überreichlich
peleseng	Zufriedenheit
pelevan	Held
pelevan	Kraftmensch
pelik	Zettel
pelisandin	büsten
pelişandin	ruinieren
pelixandin	zertrümmern
pelixandin <pelixîn>	zerdrücken
pelixandin <pelixîn>	zermalmen
pelixandin <pelixîn>	zerquetschen
pelixîn <pelix>	zerquetscht werden
pelos	abscheulich
pembe	rosa
pembû	Baumwolle
pembû	Watte
pen	breit
pen	flach
penaber [nêr/mê]	Asylant/in
penaberî [mê]	Asyl
pencê roj	Sonnenlicht
pencê tava	Sonnenlicht
pencê tavê	Sonnenstrahlen
pencê wext	fünf Gebetszeiten
pencê wext	fünf Uhr
pencê wext	Sonnenuntergang
penç kirin	kratzen
pend	Rat
penêr	Käse
pengizandin	schleudern
pengizandin	werfen
pengizîn	sich werfen
penîr	Käse
pense	Finger
pepûk	bedauernswert
pepûk	beklagenswert
pepûk	elend
pepûk	hilflos
pepûk	Kuckuck
pepûk	mutterseelenallein
peqîn	platzen
per	Feder
per	Flügel
per	Seite (Buch)
per	Teil
perasû	Rippe
perav	Strand
peraw	Heft
perçe kirin	zerbrechen
perçe kirin	zerstückeln
perçe kirin	zerteilen
perde	Gardine
perde	Schleier
perde	Vorgang
perde	Vorhang
perdeya guh	Trommelfell
pere	Geld
pere	Vergrößerung
pere dan	bezahlen
pere dan hev	Geld sparen
peregende	ausgeplündert
peregende	Vagabund
peregende	Vertriebener
peresgeh	Tempel
perê hur	Kleingeld
perên polekî	Münzgeld
pergal	Anordnung
pergal	Aufstellung
pergal	Befehl
pergal	Kreis
pergal	Mittel
pergal	ordentlich
pergal	Ordnung
pergal	Organ
pergal	Ring
pergal	Status
pergal	Werkzeug
pergal	Zirkel
pergal	Zustand
pergel	instrument
pergel	Regelung
pergel	System
pergende	ausgeplündert
pergende	ausgeraubt
pergende	Ausgesiedelter
pergende	Beute
pergende	ein Raub der Leute
pergende	heimgesucht
pergende	Raub
pergende	ruiniert
pergende	Vagabund
pergende	Vertriebener
pergende	verwüstet
pergende	zerstört
perhêşîn	flügellahm
perhêşîn	nicht flügge
perisandin	entwickeln
perişîn	sich entwickeln
perî	Fee
perî	Paradiesjungfrau
perîşan	verwirrt
perîşan	verzweifelt
perjewendî	Interesse
peroş	Lebhaftigkeit
peroş	Rührung
perwaz	Arm
perwaz	Fliegen
perwaz	Flug
perwaz	Flügel
perwerdehî	Erziehung
perwerdekar	Erzieher
perwerdekar	Erzieherin
perwerdekirin	erziehen
perwerdekirin	unterrichten
perwerdenas	Erziehungswissenschaftler
perwerdetî	Anstand
perwerdetî	Benehmen
perwerî	Anstand
perwerî	Benehmen
pesendkirin	genehmigen
pesindan	loben
pesinê ... dan	loben	(jdn.)
pesn	Belobigung
pesn	Bewunderung
pesn	Lob
pesna xwe dan	prahlen
pesna xwe dan	sich loben
pesnê xwe dan	angeben
pesnê xwe dan	brüsten, sich ~
pesnê xwe dan	freuen, sich ~
pesnê xwe dan	loben, sich ~
pesnê xwe dan	prahlen
peşnihat kirin	anbieten
petete	Kartoffel
petîx	Melone
pevçun	Streit
pevçûn	kämpfen
pevçûn	schimpfen
pevçûn [mê]	Auseinandersetzung
pexil	Egoist
pexil	egoistisch
pexîl	Egoist
pexîl	egoistisch
pey	nach
pey	Rücken
pey ku	nachdem
peya	Einzelperson
peya	Einzelwesen
peya	Fußgänger
peya	Individuum
peya	Mann
peya	zu Fuß
peyabûn	absteigen
peyabûn	aussteigen
peyabûn	herabsteigen
peyabûn	Landung
peyadayîn	loben	(jdn.)
peyam	Bescheid
peyam	Mandel
peyarê	Gehweg
peyatî kirin	angeben
peyda bûn	erscheinen
peyda bûn	sichtbar sein
peyda bûn	sichtbar werden
peyda kirin	anschaffen
peyda kirin	auffinden
peyda kirin	auftreiben
peyda kirin	besorgen
peyda kirin	entdecken
peyda kirin	erlangen
peyda kirin	erschaffen
peyda kirin	finden
peyda kirin	herstellen
peyda kirin	schaffen
peyda kirin	wieder finden
peydabûn	geschehen
peydakirin	aufdecken
peydakirin	ausfindig machen
peydakirin	entdecken
peydakirin	finden
peydakirin 	erlangen
peyîvandin	unterhalten, sich ~
peyîvîn	sprechen
peyker	Skulptur
peyker	Standbild
peykersaz	Bildhauer
peyman	Pakt
peyman	Übereinkunft
peyman	Versprechen
peyman	Vertrag
peyman [mê]	Abkommen
peyman [mê]	Abmachung
peymangirêdan	Abkommen festsetzen
peyra	nachher
peyre	dann
peyre	nachher
peyv	Wort
peyvin	reden
peywend	abhängen
peywendî	Beziehung
peywendî	Interesse
peywendî	Verbindung
peywendî	Verbundenheit
peywendî	Verpflichtung
peywir	Aufgabe
peywir	Mission
peywirdar	Offizier
peywirdar	Personal
peywirdarkirin	Aufgabe geben
peywîst	nötig
peywîst	notwendig
peywîstbûn	bedürfen
pez	Kleinvieh
pez	Schafherde
pezkûvî	Antilope
pezkûvî	Gämse
pezkûvî	Wildschaf
pezkûvî	Wildziege
pê	Bein
pê	damit
pê	Fuß
pê de	ständig
pê de	unaufhörlich
pê ewlebûn	glauben
pê ewlebûn	vertrauen
pê girtin	aufhalten
pê girtin <bi gir>	fassen
pê girtin <bi gir>	festhalten
pê girtin <bi gir>	packen
pê hesan	angeregt werden zu
pê hesan	anregen zu
pê hesan	aufgeilen
pê hesiyan	ahnen
pê hesiyan	erfahren
pê hesiyan	voraussehen
pê hesiyan	wahrnehmen
pê hesiyan	wissen
pê hesîn	angeregt werden zu
pê hesîn	anregen zu
pê hesîn	aufgeilen
pê kanîn	es aufnehmen können
pê kanîn	messen können, sich ~
pê ketin	folgen
pê ketin	hinterher sein
pê ketin	verfolgen
pê ku	nachdem
pê lêkirin	absteigen
pê lêkirin	den Fuß setzen auf
pê lêkirin	mit dem Fuß auftreten
pê re	damit
pê re	gemeinsam
pê re	mit
pê re	zusammen
pê şabûn	amüsieren
pê ve	anhängend
pê ve	geheftet
pê ve	mit
pê ve	zusammen
pê ve kirin	befestigen
pê vedan	beißen
pê vedan	einschlagen
pê vedan	stechen
pê...bawer bûn	überzeugt sein
pê...bawer bûn	vertrauen
pê...bawer bûn	zuversichtlich sein
pêbaz	Fußgängerbrücke
pêcî	Finger
pêcî	Spitze
pêcî	Zehe
pêç	Band
pêç	Binde
pêç	Gesichtsschleier
pêçan	umgeben
pêçan	weben
pêçan <pêç>	einhüllen, sich ~
pêçan <pêç>	einpacken, sich ~
pêçan <pêç>	umwickeln, sich ~
pêçane	Paket
pêçe	Binde
pêçek	Wickel
pêçî	Finger
pêçî	Fingerspitze
pêçî	Fußfinger
pêçî	Zehe
pêçîya lingê	Zehe
pêdaketin	sich interessieren
pêdare	Wesen
pêdivî	Erfordernis
pêdivî	Notwendigkeit
pêewlebûn	glauben
pêewlebûn	vertrauen
pêgeh	Ausmaß
pêgeh	Gegend
pêgeh	Zone
pêgeriyan <bi...ger>	aufsuchen
pêgeriyan <bi...ger>	suchen
pêgiran	ungeschickt
pêgirtin	umfassen
pêgirtin	umspannen
pêhatin	entstehen
pêhatin	zustande kommen
pêhesiyan <pê...hes>	ahnen
pêhesiyan <pê...hes>	erfahren
pêhesiyan <pê...hes>	voraussehen
pêhesiyan <pê...hes>	wissen
pêhesîn	erkennen
pêhesîn	fühlen
pêhesîn	gewahr werden
pêhesîn	merken
pêhesîn	wahrnehmen
pêjinkar	empfindlich
pêjinkar	zärtlich
pêjn	Stimme
pêjna tiştekî kirin	wahrnehmen
pêkan	möglich
pêkanîn	ausführen
pêkanîn	verwirklichen
pêkanîn <pêk tîne, pêk bîne>	realisieren
pêkanîn <pêktîn>	anstellen
pêkanîn <pêktîn>	betreiben
pêkanîn <pêktîn>	bilden
pêkanîn <pêktîn>	durchführen
pêkanîn <pêktîn>	einrichten
pêkanîn <pêktîn>	erschaffen
pêkanîn <pêktîn>	erzeugen
pêkanîn <pêktîn>	formieren
pêkanîn <pêktîn>	herstellen
pêkanîn <pêktîn>	hervorbringen
pêkanîn <pêktîn>	produzieren
pêkanîn <pêktîn>	verwirklichen
pêkanîn <pêktîn>	vollenden
pêkanîn <pêktîn>	vorbereiten
pêkenîn	auslachen
pêkenîn	Lachen
pêkenîn	lustig machen	(sich)
pêketin	hineingeraten
pêkhatin	geschehen
pêkhatî	erschaffen
pêkhatî	hervorgebracht
pêkhatî	vollendet
pêkirin <bi ... k>	anzünden
pêkirin <bi ... k>	entflammen
pêkirin <bi ... k>	erregen
pêkirin <bi ... k>	reizen
pêkirin <pê...k>	anziehen (Schuhe, Socken, Kleidung)
pêl	Pause
pêl	Welle
pêl	Woge
pêl	Zeit
pêl dan	wallen
pêl dan	wellen, sich ~
pêl dan	wogen
pêlav	Schuh
pêlav	Schuhwerk
pêlewan	Champion
pêlewan	Held
pêlewan	Kraftmensch
pêlêkirin	drucken
pêlik	Stufe
pêlweşandin	senden	(Radio)
pên	Fußtritt
pênaw	gutes Anzeichen
pênaw	gutes Omen
pênca	fünfter
pênçşem	Donnerstag
pênivîs	Kugelschreiber
pênûs	Stift
pênûsê	Bleistift
pêpar	Ankunft
pêpar	Herkommen
pêpeling	Leiter
pêpeling	Stufen
pêpeling	Treppe
pêpelûk	Leiter
pêpelûk	Stufen
pêpelûk	Treppe
